neg,neu,pos,q,preds,category,texts,processed,wc,uwc,hit
0.7043477595493549,0.2687037863172604,0.014749354889413075,0.012199099243971665,neg,neu,หาซื้อได้ง่ายมาก ถ้าจะจับคงไม่ยากหรอก ตำรวจไทยเก่งอยู่แล้ว,หา|ซื้อ|ได้|ง่าย|มาก|ถ้า|จะ|จับ|คง|ไม่|ยาก|หรอก|ตำรวจ|ไทย|เก่ง|อยู่|แล้ว,17,17,False
0.1872378803167636,0.09481836608496233,0.7170720424838236,0.0008717111144503436,pos,pos,อันนี้อร่อยๆ ไปโดนมาแล้ว หวานหอมมม ☺☺,อัน|นี้|อร่อย|ๆ|ไป|โดน|มา|แล้ว|หวาน|หอ|มxxrep|☺|☺,13,12,True
0.045408468847213466,0.8030064219489147,0.046117441791311775,0.10546766741256004,neu,neu,ถ้าปกติ อยู่ที่เท่าไรครับ,ถ้า|ปกติ|อยู่|ที่|เท่า|ไร|ครับ,7,7,True
0.477117938363266,0.49421675229659584,0.02791762486106211,0.0007476844790761385,neu,neg,กอล์ฟไม่กินช้าง,กอล์ฟ|ไม่|กิน|ช้าง,4,4,False
0.006321177848742283,0.9789033548299891,0.014301758475217807,0.0004737088460507142,neu,neu,"ตัวแม่มา ทั้งมันส์ ทั้งฮาแน่นอน ห้ามพลาด!! ศุกร์ที่ 16 มีนาคมนี้ 🎙️♥️💄 คอนเสิร์ต ""เบน ชลาทิศ"" Ben Chalatit 💋 จัดเต็มที่ร้าน LIZM ฟังเพลงเพราะๆ มุขฮากระจาย 😂 โทรจองโต๊ะกันได้เลย *ซื้อบัตรก่อนวันงาน ราคา 250 บาท* *ซื้อบัตรหน้างาน ราคา 300 บาท* บัตร 300 ใช้สิทธิ์มากมาย 🥃🥃🥃 👉บัตร 2 ใบ ใช้ลด Chivas Extra จาก 2,200 เหลือ 1,600 บ. 👉บัตร 1 ใบ ใช้ลด Jameson จาก 1,350 เหลือ 1,050 บ. 👉บัตร 1 ใบ แลกเบียร์ Coronita 1 ขวด 🍻 *เหล้าหิ้วคิดลิตรละ 1,000 บาท *เปิดเหล้าใหม่ขวดแรก แล้วเอาเหล้าฝากมาดื่มได้ *โต๊ะจองปล่อย 3 ทุ่มขึ้นไป "" Lizm ผับเบอร์ 1 ของคนรักสนุก "" คิดถึงคอนเสิร์ตดีๆ ต้องที่ลิซึ่มประชาชื่น อย่าช้า รีบโทรจองโต๊ะก่อนที่จะเต็ม!! #LizmBKK 02 222 2222-1 ☎️ #ChivasX #AskforExtra #Coronita #เบนชลาทิศ","ตัว|แม่|มา|ทั้งมันส์|ทั้ง|ฮาแน่นอน|ห้าม|พลาด|!|!|ศุกร์|ที่|16|มีนาคม|นี้|🎙️|♥️|💄|คอนเสิร์ต|""|เบน|ชลาทิศ|""|ben|chalatit|💋|จัด|เต็ม|ที่|ร้าน|lizm|ฟัง|เพลง|เพราะ|ๆ|มุข|ฮากระจาย|😂|โทร|จอง|โต๊ะ|กัน|ได้|เลย|*|ซื้อ|บัตร|ก่อน|วันงาน|ราคา|250|บาท*|*|ซื้อ|บัตร|หน้า|งาน|ราคา|300|บาท*|บัตร|300|ใช้|สิทธิ์|มากมาย|🥃xxrep|👉|บัตร|2|ใบ|ใช้|ลด|chivas|extra|จาก|2,|200|เหลือ|1,|600|บ.|👉|บัตร|1|ใบ|ใช้ลด|jameson|จาก|1|,|350|เหลือ|1,050|บ.|👉|บัตร|1|ใบ|แลก|เบียร์|coronita|1|ขวด|🍻|*|เหล้า|หิ้ว|คิด|ลิตรละ|1|,|0xxrep|บาท|*|เปิด|เหล้า|ใหม่|ขวด|แรก|แล้ว|เอา|เหล้า|ฝาก|มา|ดื่ม|ได้|*|โต๊ะ|จอง|ปล่อย|3|ทุ่ม|ขึ้น|ไป|""|lizm|ผับ|เบอร์|1|ของ|คน|รัก|สนุก|""|คิด|ถึง|คอนเสิร์ต|ดี|ๆ|ต้อง|ที่|ลิซึ่ม|ประชาชื่น|อย่าช้า|รีบ|โทร|จอง|โต๊ะ|ก่อน|ที่|จะ|เต็ม|!|!|#|lizmbkk|2xxrep|2xxrep-|1|☎️|#|chivasx|#|askforextra|#|coronita|#|เบนชลาทิศ",178,120,True
0.4098667462062537,0.3756030927261859,0.2092502603932016,0.005279900674358814,neg,neu,ไปน่านมาช่วงปีใหม่ กระบะฟอร์ดเยอะมากๆ ช่วงตั้งแต่สิงห์บุรี-แพร่ แต่พอขึ้นเขา กลับเจอแต่ดีแม็คเต็มไปหมด รีโว่ได้เจอตัวใหม่อยู่บ้าง4-5คัน,ไป|น่าน|มา|ช่วง|ปี|ใหม่|กระบะ|ฟอร์ด|เยอะ|มาก|ๆ|ช่วง|ตั้งแต่|สิงห์บุรี|-|แพร่|แต่|พอ|ขึ้น|เขา|กลับ|เจอ|แต่|ดี|แม็คเต็ม|ไป|หมด|รีโว่|ได้|เจอ|ตัว|ใหม่|อยู่|บ้าง|4|-5|คัน,37,32,False
0.10825220701664784,0.8661193910701341,0.02162419001491115,0.0040042118983067525,neu,neu,จ้องอยู่ที่7-11เมื่อคืนนี้,จ้อง|อยู่|ที่|7|-|11|เมื่อ|คืน|นี้,9,9,True
0.20215163030507358,0.6433073602674523,0.11220922232306868,0.0423317871044054,neu,neu,เปิดสาขาใหม่ที่สระบุรีค่ะ,เปิด|สาขา|ใหม่|ที่|สระบุรี|ค่ะ,6,6,True
0.003296785361787451,0.85854987685905,0.136214885613161,0.0019384521660013706,neu,neu,"น้ำตาล พิจักขณา ควงคู่ ""ไผ่"" พาทิศ คนรู้ใจ ร่วมด้วยเพื่อนซี้ ""ณิชา"" ณัฏฐณิช วิ่งเพื่อสุขภาพแถมได้บุญอีกด้วย #คมชัดลึก #บันเทิงคมชัดลึก #RUNFORGIVE","น้ำตาล|พิจักขณา|ควง|คู่|""|ไผ่|""|พาทิศ|คน|รู้ใจ|ร่วม|ด้วย|เพื่อน|ซี้|""|ณิชา|""|ณัฏฐณิช|วิ่ง|เพื่อ|สุขภาพ|แถม|ได้|บุญ|อีก|ด้วย|#|คมชัดลึก|#|บันเทิง|คมชัดลึก|#|runforgive",33,26,True
0.8489571216366326,0.059494154472848275,0.06404577996815693,0.02750294392236207,neg,neg,บรัช 4u2 มันดูกระจุกๆอะพพอเอาไปใช้ที่แก้ม เกลี่ยยากเว่อ หรือแปรงนี่ไม่ดีเอง,บรัช|4u2|มัน|ดู|กระจุก|ๆ|อะ|พพอ|เอา|ไป|ใช้|ที่|แก้ม|เกลี่ย|ยาก|เว่อ|หรือ|แปรง|นี่|ไม่|ดี|เอง,22,22,True
0.06966263354862774,0.7730390813472762,0.14954786681604443,0.007750418288051688,neu,neu,งื้ออออออออออออ,งื้อxxrep,1,1,True
0.13097564481815044,0.8288615948691599,0.03161032056784752,0.008552439744842218,neu,neu,"จริง เข้าไปเหลือ30,20,11 พอเขย่า เอ้า เกลี้ยง ไม่เหลือสักอบ่าง","จริง|เข้า|ไป|เหลือ|30|,|20|,|11|พอ|เขย่า|เอ้า|เกลี้ยง|ไม่|เหลือ|สัก|อบ่าง",17,15,True
0.8816864262330829,0.09821756719276974,0.013368620111999166,0.006727386462148194,neg,neg,ไม่เสียเพิ่มค่าา ยกเว้นซุปต้มยำถ้าสั่งมันกุ้งเพิ่ม เสียเพิ่ม 40 บาทค่า,ไม่|เสีย|เพิ่ม|ค่าา|ยกเว้น|ซุป|ต้มยำ|ถ้า|สั่ง|มัน|กุ้ง|เพิ่ม|เสีย|เพิ่ม|40|บาท|ค่า,17,14,True
0.0035604284156688887,0.9618247571034269,0.034330640476683605,0.00028417400422063875,neu,neu,"เพื่อคุณและครอบครัว...... พบกับแคเปญสุดพิเศษ ""คุ้มแล้ว... คุ้มอีก ฟอร์ด เอเวอเรส ดอกเบี้ย 0% 48 เดือน ฟรีประกันภัยชั้นหนึง ฟอร์ด อีโคสปอร์ต ดอกเบี้ย 0% 60 เดือน ฟรีประกันภัยชั้นหนึ่ง ฟอร์ด เรนเจอร์ ไวล์ดแทร็ค ดาวน์เพียง 89,999 บาท และอีกหลายรุ่นได้ที่ สาขารวมโชค 0-5385-5000 (ฝ่ายขายและศูนย์บริการเปิดทุกวัน) สาขาช้างเผือก 0-5340-4089 (ฝ่ายขายและศูนย์บริการเปิดทุกวัน) และสาขาฝาง 0-5345-2452 (วันจันทร์-วันเสาร์ 08:30-17:30 น.) นึกถึงฟอร์ด นึกถึงอเมริกัน มอเตอร์ส (เชียงใหม่) #ฟอร์ดโปรโมชั่น #โปรโมชั่นฟอร์ด #โปรโมชั่นเอเวอเรส #ฟอร์ด #รถยนต์ฟอร์ด #ฟอร์ดเชียงใหม่ #ฟอร์ดรวมโชค #ฟอร์ดช้างเผือก #ฟอร์ดฝาง","เพื่อ|คุณ|และ|ครอบครัว|.|xxrep|พบ|กับ|แคเปญ|สุด|พิเศษ|""|คุ้ม|แล้ว|.|xxrep|คุ้มอีก|ฟอร์ด|เอเวอเรส|ดอกเบี้ย|%|48|เดือน|ฟรี|ประกัน|ภัย|ชั้น|หนึง|ฟอร์ด|อีโคสปอร์ต|ดอกเบี้ย|%|60|เดือน|ฟรี|ประกัน|ภัย|ชั้น|หนึ่ง|ฟอร์ด|เรนเจอร์|ไวล์ดแทร็ค|ดาวน์|เพียง|89|,|9xxrep|บาท|และ|อีก|หลาย|รุ่น|ได้|ที่|สาขา|รวม|โชค|0|-5385-|50xxrep|(|ฝ่าย|ขาย|และ|ศูนย์บริการ|เปิด|ทุก|วัน|)|สาขาช้างเผือก|0|-|5340-|4089|(|ฝ่าย|ขาย|และ|ศูนย์บริการ|เปิด|ทุก|วัน|)|และ|สาขา|ฝาง|0-5345|-|2452|(|วัน|จันทร์|-|วัน|เสาร์|08|:|30|-|17|:|30|น.|)|นึก|ถึง|ฟอร์ด|นึก|ถึง|อเมริกัน|มอเตอร์ส|(|เชียงใหม่|)|#|ฟอร์ด|โปรโมชั่น|#|โปรโมชั่น|ฟอร์ด|#|โปรโมชั่น|เอเวอเรส|#|ฟอร์ด|#|รถยนต์|ฟอร์ด|#|ฟอร์ดเชียงใหม่|#|ฟอร์ดรวมโชค|#|ฟอร์ด|ช้างเผือก|#|ฟอร์ดฝาง",137,82,True
0.7252968133654258,0.22548061854065657,0.035904081457529095,0.013318486636388446,neg,neu,ไม่กล้ากินแล้วอ่ะ กลัววววววตาย แถมการชี้แจงจะออกมาในรูปแบบไหนก็ไม่รู้ บรื๋อออออ,ไม่|กล้า|กิน|แล้ว|อ่ะ|กลัว|xxrepตาย|แถม|การ|ชี้แจง|จะ|ออก|มา|ใน|รูปแบบ|ไหน|ก็|ไม่|รู้|บรื๋อxxrep,20,19,False
0.18417756341225572,0.6503196081118203,0.16260427786969572,0.0028985506062282566,neu,pos,หลาวววอิกินอีกแล้ววว,หลาว|xxrepอิกิน|อีก|แล้ว|xxrep,5,5,False
0.04450386564508985,0.774027281452524,0.17170119736551728,0.009767655536868865,neu,neu,หิวอีกแล้นน,หิว|อีก|แล้น|น,4,4,True
0.06966263354862774,0.7730390813472762,0.14954786681604443,0.007750418288051688,neu,pos,ติมอร่อย,ติมอร่อย,1,1,False
0.09769234566510634,0.6313893920746686,0.14597703537601725,0.12494122688420785,neu,q,เซ็นทรัลหาดใหญ่มีโปรโมชันอะไรบ้างค่ะ,เซ็นทรัล|หาด|ใหญ่|มี|โปรโมชัน|อะไร|บ้าง|ค่ะ,8,8,False
0.00272584433719872,0.9895983072108586,0.005301605588447733,0.0023742428634949096,neu,neu,"เจอกันวันศุกร์หน้า!!! -9 มีนาคม- กับ 3 วงจาก 3 ประเทศในงานเดียว: Beach Fossils (US) + Her's (UK) + Safeplanet ที่งาน #JAMNIGHT Live! - The International Series #3 🎫 บัตรราคา 1,800 บาท 🎫 มีขายที่ www.ticketmelon.com/event/jamnightlive3 ข้อมูลเพิ่มเติมที่ Event page: https://www.facebook.com/events/146874572697233/ _______________________________________________ #JAMNIGHT #JamesonThailand #HYHBKK #BeachFossilsBKK #HersBKK #Safeplanet","เจอ|กัน|วัน|ศุกร์|หน้า|!|xxrep|-9|มีนาคม|-|กับ|3|วง|จาก|3|ประเทศ|ใน|งาน|เดียว|:|beach|fossils|(|us|)|+|her's|(|uk|)|+|safeplanet|ที่|งาน|#|jamnight|!|-|the|international|series|#|3|🎫|บัตร|ราคา|1,|800|บาท|🎫|มี|ขาย|ที่|xxurl|ข้อมูล|เพิ่มเติม|ที่|event|page|:|xxurl|_xxrep|#|jam|night|#|jamesonthailand|#|hyhbkk|#|beachfossilsbkk|#|hersbkk|#|safeplanet",75,54,True
0.06966263354862774,0.7730390813472762,0.14954786681604443,0.007750418288051688,neu,neu,จังหวัดชุมพร,จังหวัดชุมพร,1,1,True
0.32185535492968487,0.582495182710777,0.09091472873810082,0.0047347336214371705,neu,neu,อ่าว ไม่ทัน,อ่าว|ไม่|ทัน,3,3,True
0.018879117694679485,0.5867216029886029,0.39321716398868084,0.0011821153280366604,neu,pos,พี่เอ๊าะๆๆ ไปกันๆๆๆ,พี่|เอ๊าะ|ๆ|ๆ|ไป|กัน|ๆ|xxrep,8,6,False
0.2535328166745853,0.2722506183178746,0.4733783421511855,0.0008382228563544371,pos,pos,ไปเลยยยย 555 โคตรคุ้มมมมค่า,ไป|เลย|xxrep|5xxrep|โคตร|คุ้มxxrep|ค่า,7,7,True
0.02439918347647278,0.504453117301096,0.46997927274094936,0.001168426481481807,neu,neu,สนๆๆๆ 5555,สน|ๆ|xxrep|5xxrep,4,4,True
0.2580985010592743,0.3915865289775886,0.34831321997904013,0.002001749984096817,neu,neu,อยากได้แค่เงินไม่พอ ตอนนี้เลยใช้ X-Trail ไปพลางๆก่อน,อยาก|ได้|แค่|เงิน|ไม่|พอ|ตอน|นี้|เลย|ใช้|x-trail|ไป|พลาง|ๆ|ก่อน,15,15,True
0.16798781898338863,0.717924046072642,0.10191486152452676,0.012173273419442552,neu,neu,เห็นแย้ว,เห็น|แย้ว,2,2,True
0.09432728016730996,0.5180184478061785,0.3816416631160747,0.006012608910436799,neu,neu,ทำงานละพาไปหน่อย,ทำงาน|ละ|พา|ไป|หน่อย,5,5,True
0.12175532904191647,0.8095087697334679,0.02894041727788483,0.03979548394673076,neu,neu,ทำไมรีโว่เขาไม่เอามาเเต่งซิ่งคับหรือเเข่ง ขอคำตอบด้วยคับ,ทำไม|รีโว่|เขา|ไม่|เอา|มา|เเต่ง|ซิ่ง|คับ|หรือ|เเข่ง|ขอ|คำ|ตอบ|ด้วย|คับ,16,15,True
0.0470463510639331,0.7319989480987068,0.2194200700974587,0.0015346307399014003,neu,pos,ทำงานมาทั้งวัน ถ้าคืนนี้ถ้าได้นั่งร้านบรรยากาศดีๆ และได้ดื่ม Jameson ก็คงดีไม่น้อย #JamesonThailand #TwiceAsSmooth,ทำงาน|มา|ทั้ง|วัน|ถ้า|คืน|นี้|ถ้า|ได้|นั่ง|ร้าน|บรรยากาศ|ดี|ๆ|และ|ได้|ดื่ม|jameson|ก็|คง|ดี|ไม่|น้อย|#|jamesonthailand|#|twiceassmooth,27,23,False
0.004454150840062268,0.9445147894002545,0.04198702182154225,0.009044037938141231,neu,neu,ขอบพระคุณที่ไว้วางใจให้โอเลย์ช่วยดูแลผิวสวยของคุณนะคะ <3 ตรวจสอบสาขาร้านค้าที่ร่วมรายการ และชมรายละเอียดเพิ่มเติมได้ที่นี่ค่า http://spr.ly/6189DZELS,ขอบพระคุณ|ที่|ไว้วาง|ใจ|ให้|โอเลย์|ช่วย|ดูแล|ผิว|สวย|ของ|คุณ|นะ|คะ|<|3|ตรวจสอบ|สาขา|ร้าน|ค้า|ที่|ร่วม|รายการ|และ|ชม|รายละเอียด|เพิ่มเติม|ได้|ที่|นี่|ค่า|xxurl,32,30,True
0.2758398391824031,0.6207337370279715,0.10082382629490343,0.0026025974947217916,neu,neu,เพลงโปรโมท ผ้าอนามัย เวียนตับ!!,เพลง|โปรโมท|ผ้าอนามัย|เวียน|ตับ|!|!,7,6,True
0.22794511950312313,0.09257393320499967,0.6627184215680715,0.016762525723805728,pos,pos,น่าสนใจจริงๆตอนนี้ใช้ Ford Ranger มา 3 ปี ยังไม่มีปัญหา แต่ตัวนี้ น่าสนใจเป็นที่สุด อยากเปลี่ยนครับ,น่า|สนใจ|จริง|ๆ|ตอน|นี้|ใช้|ford|ranger|มา|3|ปี|ยัง|ไม่|มี|ปัญหา|แต่|ตัว|นี้|น่า|สนใจ|เป็น|ที่|สุด|อยาก|เปลี่ยน|ครับ,27,24,True
0.0344403690954232,0.8276077416770392,0.13298967415414303,0.004962215073394526,neu,neu,ว่าไงๆ,ว่า|ไง|ๆ,3,3,True
0.139894612911225,0.3123409607628302,0.5234664124558621,0.024298013870082808,pos,q,วันไหนละ ไม่จำกัดเวลา,วัน|ไหน|ละ|ไม่|จำกัด|เวลา,6,6,False
0.48501348951298684,0.4901489987287349,0.017873087433518425,0.006964424324759804,neu,neu,สิ้นปี point ใน #GrabTH จะหมดอายุแล้ว ใครยังเหลือ point แล้วไม่รู้จะเอาไปทำอะไร อย่าปล่อยให้สูญเปล่านะคะ ใน Grabrewards มีให้โดเนทเงินให้หลายหน่วยงานและมูลนิธิเลย ไปโดเนทกันนะๆ,สิ้น|ปี|point|ใน|#|grabth|จะ|หมด|อายุ|แล้ว|ใคร|ยัง|เหลือ|point|แล้ว|ไม่|รู้|จะ|เอา|ไป|ทำ|อะไร|อย่า|ปล่อย|ให้|สูญเปล่า|นะ|คะ|ใน|grabrewards|มี|ให้|โดเนท|เงิน|ให้|หลาย|หน่วย|งาน|และ|มูลนิธิ|เลย|ไป|โดเนท|กัน|นะ|ๆ,46,37,True
0.25309923523859995,0.443001201094878,0.04009648867147133,0.26380307499505073,neu,q,แบรนด์sivannaมีของปลอมมั้ยคะ,แบรนด์|sivannaมี|ของ|ปลอม|มั้ย|คะ,6,6,False
0.8717461070122366,0.09812549024323494,0.028802259877175114,0.0013261428673533202,neg,neg,แพงกว่าเดิมนิดหน่อย..ลีโอ 51บาท..กูแดกมาตอนเย็นนี้เอง,แพง|กว่า|เดิม|นิดหน่อย|..|ลีโอ|51|บาท|.|.|กู|แดก|มา|ตอน|เย็น|นี้|เอง,17,16,True
0.5304738962773585,0.42609457836632103,0.03557532047868431,0.007856204877636053,neg,neu,แต่นี่มัน lunch,แต่|นี่|มัน|lunch,4,4,False
0.023790787070269867,0.8563803139087824,0.11375659045943402,0.006072308561513501,neu,pos,รู้จักแต่บาบีคิวพลาซ่า,รู้จัก|แต่|บาบีคิวพลาซ่า,3,3,False
0.06966263354862774,0.7730390813472762,0.14954786681604443,0.007750418288051688,neu,neu,อิ่มมั้ย,อิ่มมั้ย,1,1,True
0.7451838040988438,0.09368280086429302,0.1567305219483741,0.00440287308848892,neg,neg,ล้อปรกติก็วีดขึ้นครับ ลองสังเกตตอนเราวิ่งตอนฝนตก พอรถเเห้งจะเห็นเลยครับ ตรงนั้นไปโดนมาทีล้อเดิมๆ(วีออส) ต้องค่อยๆคลานไปจนหมดเสียงกระเด็นอ่ะ,ล้อ|ปรกติ|ก็|วีด|ขึ้น|ครับ|ลอง|สังเกต|ตอน|เรา|วิ่ง|ตอนฝนตก|พอ|รถ|เเห้ง|จะ|เห็น|เลย|ครับ|ตรง|นั้น|ไป|โดน|มา|ที|ล้อ|เดิม|ๆ|(|วีออส|)|ต้อง|ค่อย|ๆ|คลาน|ไป|จน|หมด|เสียง|กระเด็น|อ่ะ,41,37,True
0.39550937618458876,0.42208046174624453,0.15847637204673015,0.023933790022436688,neu,neu,ลูกค้าใหม่ของ Netflix จะไม่สามารถจ่ายเงินผ่าน iTunes ได้อีกต่อไป,ลูกค้า|ใหม่|ของ|netflix|จะ|ไม่|สามารถ|จ่าย|เงิน|ผ่าน|itunes|ได้|อีก|ต่อ|ไป,15,15,True
0.2977300334922505,0.015180937895439409,0.6743563116250847,0.01273271698722534,pos,neg,ศรีจันทร์คือชอบเนื้อรองพื้นมาก แต่แบบนุแพ้ ฮรือ,ศรีจันทร์|คือ|ชอบ|เนื้อรอง|พื้น|มาก|แต่|แบบ|นุแพ้|ฮรือ,10,10,False
0.06393951284587321,0.25055630926425915,0.6815436632329096,0.003960514656957982,pos,neg,โซน yg ที่ show dc เมื่อไหร่จะเสร็จ อยากไปจัดแล้วนะ 555555,โซน|yg|ที่|show|dc|เมื่อ|ไหร่|จะ|เสร็จ|อยาก|ไป|จัด|แล้ว|นะ|5xxrep,15,15,False
0.47672329335611996,0.4666247243499919,0.04207941257664518,0.01457256971724286,neg,neg,มีแต่หมูกับเนื้อ อาหารทะเลมีแต่ปลาหมึกกรอบ นี้คือราคาที่สมควรมากคะ,มี|แต่|หมู|กับ|เนื้อ|อาหาร|ทะเล|มี|แต่|ปลาหมึก|กรอบ|นี้|คือ|ราคา|ที่|สมควร|มาก|คะ,18,16,True
0.1551177924552637,0.2675583677186274,0.57125733866157,0.006066501164538877,pos,pos,สวยจังแต่ข่อยใช้รีโว่นะก้อประหยัดค่าน้ำมันดี,สวย|จัง|แต่|ข่อย|ใช้|รีโว่|นะ|ก้อ|ประหยัด|ค่า|น้ำมัน|ดี,12,12,True
0.4821439749936731,0.48705747891087364,0.014972290105786443,0.0158262559896668,neu,neg,6-7 แสนให้ออกวีออส เหรอ ผมคนหนึ่ละไม่เอาแน่ เอาเงินไปซื้อ เบนซ์ E220 cdi มือ2 ปี 2004 -2008 มาขับดีกว่า ครับ,6-|7|แสน|ให้|ออก|วีออส|เหรอ|ผม|คน|หนึ่|ละ|ไม่|เอา|แน่|เอา|เงิน|ไป|ซื้อ|เบนซ์|e220|cdi|มือ|2|ปี|2004|-|2008|มา|ขับ|ดี|กว่า|ครับ,32,31,False
0.01976803448619808,0.3314614439121663,0.3236064681988035,0.3251640534028321,neu,q,ถ้าสนใจต้องจ่ายเท่าไรคับ,ถ้า|สนใจ|ต้อง|จ่าย|เท่า|ไร|คับ,7,7,False
0.06966263354862774,0.7730390813472762,0.14954786681604443,0.007750418288051688,neu,neu,ปี๊,ปี๊,1,1,True
0.09938350057481381,0.7506992298246264,0.07350913013647056,0.07640813946408921,neu,pos,ใครจ่ายน้าาา..,ใคร|จ่าย|น้าxxrep..,3,3,False
0.7144494119256827,0.27847275827989765,0.004279334525523651,0.002798495268896115,neg,neg,"ม.44 คุ้มครองมึงแต่ทำร้ายประเทศและประชาชนนะ เนี่ยอะนะที่บอกว่าจะมาทำให้บ้านเมืองสงบคนไม่โกงของสมุนบัตรประชารัฐ และอี3000ที่จ่อจะเข้าบัตรหลังจากนี้อีกคืออะไร หลายคนที่ใส่คะแนนให้ก็กลัวเงินนี้จะไม่ได้ใช่มั้ย ต่อไปเอา3000แต่จ่าย30,000ล้าน คงโอเคกันนะ #บัตรเกิดใหม่ในหีบ #เลือกตั้ง62","ม.|44|คุ้มครอง|มึง|แต่|ทำร้าย|ประเทศ|และ|ประชาชน|นะ|เนี่ย|อะนะ|ที่|บอก|ว่า|จะ|มา|ทำ|ให้|บ้านเมือง|สงบ|คน|ไม่|โกง|ของ|สมุนบัตร|ประชารัฐ|และ|อี|30xxrep|ที่|จ่อ|จะ|เข้า|บัตร|หลัง|จาก|นี้|อีก|คือ|อะไร|หลาย|คน|ที่|ใส่|คะแนน|ให้|ก็|กลัว|เงิน|นี้|จะ|ไม่|ได้|ใช่|มั้ย|ต่อ|ไป|เอา|30|xxrep|แต่|จ่าย|30,0|xxrepล้าน|คง|โอเคกัน|นะ|#|บัตร|เกิด|ใหม่|ใน|หีบ|#|เลือกตั้ง|62",77,64,True
0.777931868744566,0.12405556431710396,0.09519131235413636,0.002821254584193799,neg,neg,L'Oréal Paris แต่ครีมที่แพ้ก็ทดลองแต้มที่คอและแขนก็ไม่แพ้นะค่ะแต่พอเอามาทาหน้ากลับแพ้ เป็นคนผิวตัวแข็งแรงผิวหน้าอ่อนแอ,l'oréal|paris|แต่|ครีม|ที่|แพ้|ก็|ทดลอง|แต้ม|ที่|คอ|และ|แขน|ก็|ไม่|แพ้|นะ|ค่ะ|แต่|พอ|เอา|มา|ทา|หน้า|กลับ|แพ้|เป็น|คน|ผิว|ตัว|แข็งแรง|ผิว|หน้า|อ่อน|แอ,35,28,True
0.2958443163080834,0.03566123188501895,0.6657638128050483,0.002730639001849362,pos,pos,เราชอบกินฟูลมูน,เรา|ชอบ|กิน|ฟูลมูน,4,4,True
0.13597768719957942,0.6714874195346177,0.1905370807217117,0.0019978125440913,neu,neu,นิสสัน เอ็กซ์เทรล เหมาะกับรถครอบครัวจริงๆ,นิสสัน|เอ็กซ์เทรล|เหมาะ|กับ|รถ|ครอบครัว|จริง|ๆ,8,8,True
